Parametric Final Value,Bootstrap Final Value
9738.760710369317,11163.517766633786
13158.5933598781,16399.749299000472
11219.741728634712,11321.257972500003
11152.564776378102,9620.150791063728
9855.25996907657,10049.774986469241
10912.789836743214,10492.89954669041
12909.669959681456,9384.07912095817
12796.305209391154,9473.665894642529
16665.67308230027,8809.517522986866
11780.243922206111,10893.175038197829
10282.679581031864,10008.812130861892
11175.21309121449,9985.767054408414
11550.271739565294,11286.530760267657
14460.773191680151,12103.151153911607
12889.13571670475,11320.855213375466
11394.641025775349,11120.963694702883
10752.028580830374,12427.61964831704
11941.175338827965,10811.582131836514
13612.549970303098,10638.090972224813
11721.714950017173,12572.068702773508
10646.5986184258,9645.363678688314
