Date,Portfolio Value
2023-04-05,16595.608691450987
2023-04-06,16651.817876106896
2023-04-10,16589.805108322398
2023-04-11,16576.96879200916
2023-04-12,16510.70003874193
2023-04-13,16691.782230645327
2023-04-14,16605.96223510842
2023-04-17,16587.11520169276
2023-04-18,16610.013910012505
2023-04-19,16595.421674795878
2023-04-20,16556.15178108399
2023-04-21,16531.498330808998
2023-04-24,16565.070763722957
2023-04-25,16423.28621736309
2023-04-26,16381.402728661924
2023-04-27,16613.058365134406
2023-04-28,16758.204480894234
2023-05-01,16641.501245270756
2023-05-02,16638.197431850167
2023-05-03,16592.5336852747
2023-05-04,16506.840070520324
2023-05-05,16697.518885994894
2023-05-08,16666.95488393261
2023-05-09,16605.937283503168
2023-05-10,16721.040263796905
2023-05-11,16746.732485905235
2023-05-12,16689.040860103258
2023-05-15,16708.184968947895
2023-05-16,16638.275169269582
2023-05-17,16764.017234907224
2023-05-18,16875.433636086786
2023-05-19,16847.042086273657
2023-05-22,16850.80851021506
2023-05-23,16722.807988625027
2023-05-24,16618.56609342962
2023-05-25,16773.196652283234
2023-05-26,17022.45143166239
2023-05-30,17092.758154858835
2023-05-31,17058.11738451081
2023-06-01,17208.920372400193
2023-06-02,17284.087823746035
2023-06-05,17278.462074989173
2023-06-06,17314.898999440273
2023-06-07,17130.624778376245
2023-06-08,17298.57330423008
2023-06-09,17321.43605200835
2023-06-12,17480.770677092773
2023-06-13,17519.74525335112
2023-06-14,17595.30072285854
2023-06-15,17791.62819516982
2023-06-16,17717.24420748844
2023-06-20,17679.04899005539
2023-06-21,17576.537857732845
2023-06-22,17604.270278588832
2023-06-23,17538.634143128005
2023-06-26,17446.221925933238
2023-06-27,17595.60001220237
2023-06-28,17620.399673529504
2023-06-29,17572.0998142996
2023-06-30,17789.496853378125
2023-07-03,17792.077998840265
2023-07-05,17741.25441650698
2023-07-06,17589.68047133551
2023-07-07,17546.415548138895
2023-07-10,17571.883965852023
2023-07-11,17667.34189860165
2023-07-12,17854.40025829246
2023-07-13,18040.84110969483
2023-07-14,18008.20859671453
2023-07-17,18086.740464439114
2023-07-18,18222.026867463795
2023-07-19,18278.42675989468
2023-07-20,18049.87397923064
2023-07-21,18029.16554677489
2023-07-24,18049.188446669294
2023-07-25,18108.879851558828
2023-07-26,18104.338269369007
2023-07-27,17944.49564027638
2023-07-28,18145.579890701385
2023-07-31,18175.853880067774
2023-08-01,18063.991893493938
2023-08-02,17797.29652555151
2023-08-03,17685.621737077185
2023-08-04,17697.84124659789
2023-08-07,17765.723923254405
2023-08-08,17719.50373611837
2023-08-09,17623.568342734117
2023-08-10,17575.961027251393
2023-08-11,17530.154334702922
2023-08-14,17614.8272783428
2023-08-15,17450.52658186853
2023-08-16,17306.484149313754
2023-08-17,17179.60668648586
2023-08-18,17188.876460614236
2023-08-21,17275.569812781367
2023-08-22,17278.809725555653
2023-08-23,17540.717552115293
2023-08-24,17307.467071221556
2023-08-25,17405.58732889033
2023-08-28,17497.695905814773
2023-08-29,17766.948701649133
2023-08-30,17826.700880046814
2023-08-31,17845.268098137945
2023-09-01,17798.21034927777
2023-09-05,17709.789104080468
2023-09-06,17616.051358912366
2023-09-07,17568.27755602597
2023-09-08,17600.274029105207
2023-09-11,17686.684445822244
2023-09-12,17600.309348892024
2023-09-13,17623.81694745709
2023-09-14,17703.287363043462
2023-09-15,17517.14487279333
2023-09-18,17557.019366551594
2023-09-19,17503.65021249272
2023-09-20,17375.820381541573
2023-09-21,17063.607442916327
2023-09-22,17081.904347393345
2023-09-25,17042.10546639873
2023-09-26,16839.719738960837
2023-09-27,16815.988998224322
2023-09-28,16899.052595830555
2023-09-29,16869.346505407306
2023-10-02,16834.7103293522
2023-10-03,16578.64520348869
2023-10-04,16741.200415314685
2023-10-05,16704.118351354795
2023-10-06,16835.54096843052
2023-10-09,17014.394094939315
2023-10-10,17070.52185102306
2023-10-11,17218.8062963617
2023-10-12,17060.195833657435
2023-10-13,17077.767467338886
2023-10-16,17144.287385860214
2023-10-17,17092.517339315484
2023-10-18,16928.80641447479
2023-10-19,16773.249844491544
2023-10-20,16639.36999823767
2023-10-23,16677.255531655683
2023-10-24,16819.98911214346
2023-10-25,16532.114918442952
2023-10-26,16411.688253826247
2023-10-27,16410.711381776327
2023-10-30,16520.61608882149
2023-10-31,16560.673336774384
2023-11-01,16784.150187314088
2023-11-02,17086.324218162536
2023-11-03,17238.28238105046
2023-11-06,17228.36441559471
2023-11-07,17340.516534924154
2023-11-08,17390.7376750787
2023-11-09,17223.261121156283
2023-11-10,17447.433756464157
2023-11-13,17426.245718805734
2023-11-14,17768.562253017823
2023-11-15,17733.064334422485
2023-11-16,17810.379270021705
2023-11-17,17836.984519761198
2023-11-20,17975.932255465086
2023-11-21,17946.75497512485
2023-11-22,18001.54278211408
2023-11-24,17965.328013083785
2023-11-27,18019.804935404478
2023-11-28,18072.238217361453
2023-11-29,18109.98476158078
2023-11-30,18075.46260036537
2023-12-01,18233.02137514093
2023-12-04,18090.039749060223
2023-12-05,18173.13814643623
2023-12-06,18167.416381186893
2023-12-07,18281.170982708976
2023-12-08,18282.743699288792
2023-12-11,18330.11713563612
2023-12-12,18417.282071660957
2023-12-13,18717.113423593695
2023-12-14,18844.623690682398
2023-12-15,18846.454932017015
2023-12-18,18903.006922342833
2023-12-19,19011.21264435065
2023-12-20,18836.491068316875
2023-12-21,18963.16434956049
2023-12-22,18978.076995586107
2023-12-26,19070.23822397501
2023-12-27,19171.915156017058
2023-12-28,19133.018666045926
2023-12-29,19048.50713254387
2024-01-02,18882.719675724667
2024-01-03,18761.10181239572
2024-01-04,18652.834361654182
2024-01-05,18634.30036465977
2024-01-08,18878.453720704198
2024-01-09,18854.715424031096
2024-01-10,18913.8273210995
2024-01-11,18947.27255649237
2024-01-12,18966.549915237385
2024-01-16,18853.335545118105
2024-01-17,18752.77753546829
2024-01-18,18879.912547335705
2024-01-19,19104.1009220646
2024-01-22,19143.265766725646
2024-01-23,19166.55359843716
2024-01-24,19168.583361701716
2024-01-25,19249.971036762345
2024-01-26,19197.070049013302
2024-01-29,19374.623863174234
2024-01-30,19367.744534733385
2024-01-31,19164.13111370688
2024-02-01,19427.277757558382
2024-02-02,19503.39503580405
2024-02-05,19377.829304108127
2024-02-06,19436.666188291765
2024-02-07,19542.184664693563
2024-02-08,19532.006043354562
2024-02-09,19619.371322647414
2024-02-12,19592.37408568997
2024-02-13,19298.601580667968
2024-02-14,19450.33638776559
2024-02-15,19554.587141611013
2024-02-16,19446.968339732826
2024-02-20,19375.25220203966
2024-02-21,19331.567852093878
2024-02-22,19681.080315804928
2024-02-23,19732.93902413488
2024-02-26,19684.7460293446
2024-02-27,19683.723160422483
2024-02-28,19670.42812450621
2024-02-29,19787.179363264506
2024-03-01,20012.944138308376
2024-03-04,19999.206373934674
2024-03-05,19880.568303144126
2024-03-06,19998.005230423198
2024-03-07,20176.085402119992
2024-03-08,20050.17374948236
2024-03-11,20022.531218066702
2024-03-12,20139.405983860583
2024-03-13,20074.923491147652
2024-03-14,19973.826052768865
2024-03-15,19840.06764608206
2024-03-18,19935.224448649733
2024-03-19,20003.333258055336
2024-03-20,20171.029286685367
2024-03-21,20232.920310198846
2024-03-22,20246.978116238708
2024-03-25,20188.77512977557
2024-03-26,20172.006680631497
2024-03-27,20315.04640475962
2024-03-28,20325.03489402093
2024-04-01,20268.76899026739
2024-04-02,20172.34646665812
2024-04-03,20211.61127429167
2024-04-04,20037.61877600478
2024-04-05,20170.699310708205
2024-04-08,20189.11976599525
2024-04-09,20269.52523757483
2024-04-10,20027.73381176015
2024-04-11,20204.851987095008
2024-04-12,19991.514058211524
2024-04-15,19768.092481720952
2024-04-16,19730.39418164666
2024-04-17,19640.724800951517
2024-04-18,19577.844121737824
2024-04-19,19408.213359178855
2024-04-22,19483.78638937691
2024-04-23,19660.018168499133
2024-04-24,19644.785464424225
2024-04-25,19570.629708935496
2024-04-26,19762.251525331973
2024-04-29,19843.451709562432
2024-04-30,19532.001179047405
2024-05-01,19510.759939026484
2024-05-02,19669.182657162426
2024-05-03,19923.538550774807
2024-05-06,20107.789355712026
2024-05-07,20132.896943576383
2024-05-08,20099.781982430777
2024-05-09,20210.5845589755
2024-05-10,20228.948260556852
2024-05-13,20231.70208981743
2024-05-14,20347.83212264151
2024-05-15,20625.697806930286
2024-05-16,20584.09102086576
2024-05-17,20599.139712153617
2024-05-20,20647.84052062185
2024-05-21,20698.480796030875
2024-05-22,20640.356491484315
2024-05-23,20484.470404646258
2024-05-24,20610.835429603092
2024-05-28,20602.529228482974
2024-05-29,20432.22465454002
2024-05-30,20355.709502328067
2024-05-31,20434.21680394693
2024-06-03,20558.122524804465
2024-06-04,20613.765261946442
2024-06-05,20891.10462700299
2024-06-06,20897.961432309774
2024-06-07,20731.00288203208
2024-06-10,20773.1119190635
2024-06-11,20884.791947711907
2024-06-12,21072.409883885404
2024-06-13,21168.42424117662
2024-06-14,21269.540305730003
2024-06-17,21362.13578484301
2024-06-18,21433.587502622344
2024-06-20,21358.942830000517
2024-06-21,21297.227714027173
2024-06-24,21222.452115203883
2024-06-25,21324.61675672385
2024-06-26,21267.867525548492
2024-06-27,21338.756306505813
2024-06-28,21192.73322153962
2024-07-01,21179.836716110487
2024-07-02,21336.445317076934
2024-07-03,21507.990596284806
2024-07-05,21689.499743625274
2024-07-08,21697.45975657667
2024-07-09,21696.027617342093
2024-07-10,21871.334705382764
2024-07-11,21733.28731630421
2024-07-12,21843.64780127233
2024-07-15,21842.11650370587
2024-07-16,22001.58266942685
2024-07-17,21675.151108436214
2024-07-18,21530.779478719393
2024-07-19,21352.377488638453
2024-07-22,21524.130005658764
2024-07-23,21489.393485517277
2024-07-24,21009.360198910883
2024-07-25,20897.63333514523
2024-07-26,21110.179155768463
2024-07-29,21147.59896052864
2024-07-30,21055.02830141495
2024-07-31,21460.060546810284
2024-08-01,21212.192556945043
2024-08-02,21031.339427091527
2024-08-05,20593.774249845217
2024-08-06,20620.148466119143
2024-08-07,20467.58878371208
2024-08-08,20851.616233772864
2024-08-09,20967.309291793797
2024-08-12,21036.45929249149
2024-08-13,21357.3886660459
2024-08-14,21395.781267319966
2024-08-15,21676.813404836947
2024-08-16,21768.32390387615
2024-08-19,21953.903293773208
2024-08-20,21968.846582377508
2024-08-21,22029.523801290445
2024-08-22,21785.469271647737
2024-08-23,22002.640032434592
2024-08-26,21913.414048878134
2024-08-27,21943.428298996834
2024-08-28,21796.97788369318
2024-08-29,21785.215286063332
2024-08-30,21884.317074193048
2024-09-03,21566.965893868393
2024-09-04,21589.407896064884
2024-09-05,21616.85978398436
2024-09-06,21281.18151799069
2024-09-09,21485.921349566994
2024-09-10,21622.474510676744
2024-09-11,21845.19055236004
2024-09-12,22001.091994877697
2024-09-13,22110.363020372544
2024-09-16,22134.451462245117
2024-09-17,22107.928297464823
2024-09-18,21981.128009054944
2024-09-19,22317.493994836594
2024-09-20,22300.598694421158
2024-09-23,22335.4765741677
2024-09-24,22423.655873623542
2024-09-25,22369.734697712505
2024-09-26,22477.529019258734
2024-09-27,22432.55807888032
2024-09-30,22447.429404298444
2024-10-01,22329.13031718359
2024-10-02,22305.18535607835
2024-10-03,22240.306330110947
2024-10-04,22341.378281400866
2024-10-07,22147.556129458695
2024-10-08,22321.71681739554
2024-10-09,22398.716322185493
2024-10-10,22374.3035817921
2024-10-11,22444.734195810168
2024-10-14,22574.357014773334
2024-10-15,22476.39500220656
2024-10-16,22546.481016133635
2024-10-17,22494.00280049069
2024-10-18,22600.08638342073
2024-10-21,22518.848261684296
2024-10-22,22550.11371448514
2024-10-23,22324.639079045955
2024-10-24,22444.04625563492
2024-10-25,22461.403931902714
2024-10-28,22478.165991915448
2024-10-29,22588.849781465797
2024-10-30,22535.991235078953
2024-10-31,22161.024677456073
2024-11-01,22176.04949612642
2024-11-04,22209.567138836177
2024-11-05,22430.58564786539
2024-11-06,22645.44505305694
2024-11-07,22915.58829315611
2024-11-08,23006.02770869738
2024-11-11,22934.383836705176
2024-11-12,22804.86474213403
2024-11-13,22734.23757097382
2024-11-14,22648.762500698278
2024-11-15,22354.784829749573
2024-11-18,22488.476884718377
2024-11-19,22610.849193118614
2024-11-20,22608.28152784237
2024-11-21,22696.580947226183
2024-11-22,22767.414303269474
2024-11-25,22859.918484261667
2024-11-26,22931.16802324398
2024-11-27,22886.08269404187
2024-11-29,23070.26062474905
2024-12-02,23153.048021010796
2024-12-03,23143.344916056838
2024-12-04,23343.421601276856
2024-12-05,23300.81305445484
2024-12-06,23388.82688054139
2024-12-09,23266.09206527888
2024-12-10,23222.10801188725
2024-12-11,23396.86529419607
2024-12-12,23212.19645536581
2024-12-13,23188.183756747127
2024-12-16,23347.454848204918
2024-12-17,23280.53338831767
2024-12-18,22648.14560241289
2024-12-19,22549.740154583036
2024-12-20,22766.35927191262
2024-12-23,22834.950126332333
2024-12-24,23053.22555542621
2024-12-26,23062.083066533083
2024-12-27,22819.347638412106
2024-12-30,22653.53673186248
2024-12-31,22552.70821058506
2025-01-02,22560.34823302812
2025-01-03,22751.774440554833
2025-01-06,22859.51128742201
2025-01-07,22595.09453371647
2025-01-08,22627.280268772472
2025-01-10,22374.292464030445
2025-01-13,22342.762132638196
2025-01-14,22353.100787243497
2025-01-15,22763.813458423912
2025-01-16,22728.88233891722
2025-01-17,22931.018523325347
2025-01-21,23131.861686432614
2025-01-22,23260.29498126932
2025-01-23,23286.470784663914
2025-01-24,23255.20154940516
2025-01-27,22951.22798787293
2025-01-28,23148.62236381304
2025-01-29,23075.731292252214
2025-01-30,23207.032786881817
2025-01-31,23121.626686931886
2025-02-03,23053.866139701335
2025-02-04,23237.44862796597
2025-02-05,23397.93311763603
2025-02-06,23458.816967106948
2025-02-07,23258.057031739932
2025-02-10,23431.026698813985
2025-02-11,23382.849770273773
2025-02-12,23295.825022230412
2025-02-13,23595.166299632067
2025-02-14,23614.342510519673
2025-02-18,23641.613580493766
2025-02-19,23673.07162347037
2025-02-20,23622.466942265473
2025-02-21,23368.68460703508
2025-02-24,23269.643269271408
2025-02-25,23184.975443654494
2025-02-26,23237.389695404618
2025-02-27,22827.161619454848
2025-02-28,23119.491183592716
2025-03-03,22857.7478201213
2025-03-04,22692.412420171127
2025-03-05,22847.200462397686
2025-03-06,22469.69796219578
2025-03-07,22556.401045978524
2025-03-10,22081.127674891206
2025-03-11,21986.240962295295
2025-03-12,22090.60323243369
2025-03-13,21931.65280432652
2025-03-14,22249.539560937676
2025-03-17,22395.70040841373
2025-03-18,22214.92604846015
2025-03-19,22433.028152082534
2025-03-20,22384.348918592863
2025-03-21,22364.92564954891
2025-03-24,22616.546950886186
2025-03-25,22686.460398646697
2025-03-26,22421.1941303262
2025-03-27,22376.03215484364
2025-03-28,22097.54751395348
2025-03-31,22231.97565573728
2025-04-01,22344.988631543067
2025-04-02,22452.13246586627
2025-04-03,21656.034519461005
2025-04-04,20741.898196234717
2025-04-07,20572.473426421242
2025-04-08,20265.96389361572
2025-04-09,21945.876154580706
2025-04-10,21213.79066252171
2025-04-11,21546.008394682784
2025-04-14,21691.885747213444
2025-04-15,21701.556718234566
2025-04-16,21407.125827317195
2025-04-17,21370.970990640017
2025-04-21,21000.23972009739
2025-04-22,21377.81220829015
2025-04-23,21646.027357794424
2025-04-24,22088.11643184621
2025-04-25,22234.418910729433
2025-04-28,22295.373692812005
2025-04-29,22411.400960745785
2025-04-30,22361.06420443009
2025-05-01,22442.944861489632
2025-05-02,22631.482650067883
2025-05-05,22581.608827292453
2025-05-06,22521.391528422355
2025-05-07,22571.07506415793
2025-05-08,22609.116777401166
2025-05-09,22616.313215051265
2025-05-12,23085.850445720098
2025-05-13,23243.481528126486
2025-05-14,23217.403277228717
2025-05-15,23348.300589258608
2025-05-16,23422.200714776
2025-05-19,23455.7845799567
2025-05-20,23410.66413907587
2025-05-21,23092.525306074484
2025-05-22,23112.87452930162
2025-05-23,23043.85251089836
2025-05-27,23423.38801545131
2025-05-28,23312.512982838583
2025-05-29,23420.034730772484
2025-05-30,23390.13940789342
2025-06-02,23516.899906470935
2025-06-03,23596.583561083313
2025-06-04,23705.596502173743
2025-06-05,23597.5627155939
2025-06-06,23671.982890156698
2025-06-09,23707.131478619718
2025-06-10,23833.048796206014
2025-06-11,23809.09888319176
2025-06-12,23950.22880882874
2025-06-13,23738.13196270538
2025-06-16,23845.839221384227
2025-06-17,23753.83694582741
2025-06-18,23746.638134860274
2025-06-20,23685.47877600178
2025-06-23,23874.711437168946
2025-06-24,24086.87863187572
2025-06-25,24124.130322890745
2025-06-26,24288.885065813833
2025-06-27,24287.151744998704
2025-06-30,24457.70166571619
2025-07-01,24426.637923389837
2025-07-02,24504.437326622905
2025-07-03,24603.17314873863
2025-07-07,24429.11725173798
2025-07-08,24396.12791708222
2025-07-09,24568.40843787838
2025-07-10,24594.384328010958
2025-07-11,24498.957046519685
2025-07-14,24525.074606408492
2025-07-15,24445.33296732974
2025-07-16,24504.62767347372
2025-07-17,24617.627011114193
2025-07-18,24617.238811684074
2025-07-21,24755.934558751615
2025-07-22,24772.331288121204
2025-07-23,24832.323189042803
2025-07-24,24827.615922619778
2025-07-25,24895.74863686867
2025-07-28,24868.212557778388
2025-07-29,24921.244005807082
2025-07-30,24849.971971989948
2025-07-31,24792.55466283961
2025-08-01,24604.316260789117
2025-08-04,24917.88147372321
2025-08-05,24833.878376874683
2025-08-06,24969.767739541825
2025-08-07,24999.294377661223
2025-08-08,25124.996169723985
2025-08-11,25052.460543916786
2025-08-12,25226.107209196154
2025-08-13,25313.901337742438
2025-08-14,25255.37143128543
2025-08-15,25163.894887730454
2025-08-18,25140.205448965313
2025-08-19,24998.74472511296
2025-08-20,24963.914084051645
2025-08-21,24855.796412285912
2025-08-22,25186.94848856838
2025-08-25,25100.26300250627
2025-08-26,25187.870407385177
2025-08-27,25221.719233708878
2025-08-28,25356.707338678574
2025-08-29,25196.583480399477
2025-09-02,25080.622659369157
2025-09-03,25268.897737900836
2025-09-04,25449.3515210756
2025-09-05,25542.453160401463
2025-09-08,25702.088820840516
2025-09-09,25712.65352612858
2025-09-10,25783.537403552982
2025-09-11,25944.900376906207
2025-09-12,25958.522138839202
2025-09-15,26119.571266044048
2025-09-16,26114.81122229499
2025-09-17,26052.752819038094
2025-09-18,26107.71194529225
2025-09-19,26230.195645239666
2025-09-22,26352.956500555207
2025-09-23,26290.673065635878
2025-09-24,26185.682556942123
2025-09-25,26114.398433457704
2025-09-26,26216.827748833875
2025-09-29,26369.02625167228
2025-09-30,26437.64740892741
2025-10-01,26529.550001695625
2025-10-02,26580.701970029335
2025-10-03,26558.234638225193
2025-10-06,26664.02697520812
2025-10-07,26626.794268322206
2025-10-08,26829.967622376484
2025-10-09,26735.41885700387
2025-10-10,26281.28519827508
2025-10-13,26670.87320032852
2025-10-14,26640.670183669205
2025-10-15,26778.82558488629
2025-10-16,26778.927932689894
2025-10-17,26833.886175390213
2025-10-20,27165.236246990597
2025-10-21,27015.058356241014
2025-10-22,26884.610521925508
2025-10-23,26990.146453071713
2025-10-24,27158.15249065424
2025-10-27,27374.214471544332
2025-10-28,27461.14718844627
2025-10-29,27437.61267548099
2025-10-30,27213.02811098013
2025-10-31,27257.110315724756
2025-11-03,27307.951449836073
2025-11-04,26976.522074031436
2025-11-05,27038.990449100034
2025-11-06,26817.232952068287
2025-11-07,26807.465284832884
2025-11-10,27224.815669887594
2025-11-11,27263.64071719114
2025-11-12,27316.88399237871
2025-11-13,26901.3124297145
2025-11-14,26826.401551750587
2025-11-17,26640.22443761983
2025-11-18,26470.991204104375
2025-11-19,26552.91884414109
2025-11-20,26222.59591935267
2025-11-21,26397.992071331497
2025-11-24,26827.842231123945
2025-11-25,26991.2497412283
2025-11-26,27182.847027739503
2025-11-28,27316.292970939663
2025-12-01,27184.040061290532
2025-12-02,27252.94707531232
2025-12-03,27323.48558229422
2025-12-04,27296.16418560062
2025-12-05,27320.158361216352
2025-12-08,27246.421067724463
2025-12-09,27266.673170033326
2025-12-10,27405.202468187825
2025-12-11,27426.185237756858
2025-12-12,27113.402415262975
2025-12-15,27062.38269738219
2025-12-16,27079.23680309272
2025-12-17,26827.78439583026
2025-12-18,27046.269475136323
2025-12-19,27232.954866635268
2025-12-22,27391.018044370612
2025-12-23,27524.65581679608
2025-12-24,27609.507705777956
2025-12-26,27621.905443554737
2025-12-29,27442.963646217217
2025-12-30,27399.372525900093
2025-12-31,27188.84923366685
2026-01-02,27198.388267100956
2026-01-05,27434.101400902215
2026-01-06,27590.051934838153
2026-01-07,27568.312402882493
2026-01-08,27507.732724612873
2026-01-09,27719.146778516857
2026-01-12,27778.964046637575
2026-01-13,27749.94742054481
2026-01-14,27667.052274176647
2026-01-15,27708.858853189744
2026-01-16,27647.2625113176
2026-01-20,27278.094062741668
2026-01-21,27595.94452851216
2026-01-22,27788.75314509202
2026-01-23,27872.5145670145
2026-01-26,28033.324328435647
2026-01-27,28188.10815385033
2026-01-28,28311.429302849636
2026-01-29,28247.085043734907
2026-01-30,27789.792774051166
2026-02-02,27775.12323219166
2026-02-03,27743.25457907806
2026-02-04,27528.080986764628
2026-02-05,27258.166766895312
2026-02-06,27727.70763978552
2026-02-09,27914.076209957006
2026-02-10,27882.533374229664
2026-02-11,27904.321930572456
2026-02-12,27538.866297423006
2026-02-13,27662.990273363834
2026-02-17,27595.319599661852
2026-02-18,27753.92672803018
2026-02-19,27706.090765655787
2026-02-20,27901.425019545564
2026-02-23,27781.691914275474
2026-02-24,27923.39341649465
2026-02-25,28132.67466251387
2026-02-26,28015.000883495337
2026-02-27,28005.21668006238
2026-03-02,28002.590234990497
2026-03-03,27677.748548990952
2026-03-04,27886.73457853081
2026-03-05,27743.302144707166
2026-03-06,27495.94487431517
2026-03-09,27744.634862629315
2026-03-10,27699.154400819847
2026-03-11,27603.2244459659
2026-03-12,27228.412573570462
2026-03-13,27056.200495143214
2026-03-16,27296.87705376936
2026-03-17,27373.71037210587
2026-03-18,26989.172596641616
2026-03-19,26858.64332689065
2026-03-20,26371.716023248846
2026-03-23,26548.12084709955
2026-03-24,26435.25828112011
2026-03-25,26676.89470162106
2026-03-26,26150.17299268052
2026-03-27,25881.76721293901
2026-03-30,25855.9628871428
2026-03-31,26511.806713143887
2026-04-01,26731.135154238338
2026-04-02,26731.459544948186
2026-04-06,26810.676900258437
2026-04-07,26842.087234342718
2026-04-08,27389.22921836537
2026-04-09,27515.456378156574
2026-04-10,27501.846972107804
2026-04-13,27700.08150741982
2026-04-14,28077.25948460279
2026-04-15,28230.12717747763
2026-04-16,28260.467115893185
2026-04-17,28597.334027004777
2026-04-20,28521.281589188955
2026-04-21,28301.822526622505
2026-04-22,28607.119351157537
2026-04-23,28474.104952460406
2026-04-24,28750.884178130545
2026-04-27,28724.431374443484
2026-04-28,28534.531574446013
2026-04-29,28510.397343939043
2026-04-30,28741.00024280657
2026-05-01,28872.901535908255
2026-05-04,28712.640858983534
2026-05-05,28972.94841011425
2026-05-06,29446.589581465578
2026-05-07,29375.437590397607
2026-05-08,29722.74106811293
2026-05-11,29745.765241115358
2026-05-12,29600.646498938957
2026-05-13,29730.83697193506
2026-05-14,29873.806618606366
2026-05-15,29436.82535785362
2026-05-18,29391.55228353271
2026-05-19,29172.240594104085
2026-05-20,29541.170099944193
2026-05-21,29600.428765825414
2026-05-22,29694.468912061773
2026-05-26,29962.23833805422
2026-05-27,29924.151807341288
2026-05-28,30128.094326438633
2026-05-29,30224.57400690838
2026-06-01,30248.999226069704
2026-06-02,30325.030750277736
2026-06-03,30162.026961675732
2026-06-04,30202.422767834927
2026-06-05,29314.235133118487
2026-06-08,29455.405722776948
2026-06-09,29305.823853261132
2026-06-10,28807.371224199487
2026-06-11,29460.076288212305
2026-06-12,29563.103010408424
2026-06-15,30123.346629480937
2026-06-16,29920.998845467922
2026-06-17,29622.91525893322
2026-06-18,29986.40530468436
2026-06-22,29860.85235376608
2026-06-23,29343.594679864134
2026-06-24,29292.459440817045
2026-06-25,29406.954954609104
2026-06-26,29234.334345791212
2026-06-29,29611.475499734184
2026-06-30,29783.495937736774
2026-07-01,29608.80901472642
2026-07-02,29498.74346332569
2026-07-06,29755.707661217486
2026-07-07,29434.973948147643
2026-07-08,29386.684486918457
